label,text
reparar-linha,eu quero saber qual é o problema que já tá bloqueado minha linha não posso fazer ligação é isto
reparar-linha,reparo minha linha telefônica residência
reparar-linha,chamada reparo na linha está com ronco
reparar-linha,a linha está com chiado eu gostaria de saber qual o problema
reparar-linha,não consigo efetuar ligação
reparar-linha,estou com defeito no meu telefone gostaria de reparo
comprar-linha,solicitar nova linha
reparar-linha,tá com defeito
reparar-linha,reparo na linha reparo na minha linha telefônica
reparar-linha,quero saber porque está desligado meu telefone
reparar-linha,ainda estou sem linha
cancelar-servicos,quero cancelar um serviço não solicitado
reparar-linha,telefone com defeitos
reparar-linha,o telefone está com problema gostaria que vocês viésem consertar
comprar-linha,eu quero pedir uma linha de telefone
pagar-conta,pagar uma dívida
reparar-linha,eu desejo efetuar uma ligação no meu telefone não tô conseguindo
comprar-linha,como faço para solicitar a linha telefônica
mudar-endereco,mudança endereço
cancelar-conta,concelamento de conta
reparar-linha,a minha a minha linha telefônica está com chiado
reparar-linha,é reclamação sobre o defeito na linha telefônica aqui do bairro
reparar-linha,quero falar sobre a minha linha de telefone que está com defeito
reparar-linha,é problema na minha linha mais quero falar com atendente
reparar-linha,o reparo na minha linha
reparar-linha,olha o problema é porque a minha linha tá com problema de não tá fazendo ligação nenhuma e nem tá atendendo
reparar-linha,é reparo da linha do produto
reparar-linha,reparo produto telefônico
comprar-linha,informações sobre compra de linha
reparar-linha,não faz ligação
cancelar-servicos,cancelar serviço de despertador
mudar-endereco,gostaria de saber como eu faço pra transferência de endereço
cancelar-servicos,é quero cancelar serviços
reparar-linha,eu quero consertar a minha linha telefônica
mudar-endereco,mundança mudança de endereço
reparar-linha,espedito josé moreira que tá falando que vai cortar dentro depois de um mês já faz um mês hoje vai cortar mesmo
reparar-linha,é eu quero pedir pra vir consertar o telefone que ficou mudo depois que
reparar-linha,informação sobre manutenção de linha
reparar-linha,quero fazer o cancelamento da linha porque não tô conseguindo mais pagar
reparar-linha,meu telefone tá com problema na linha
reparar-linha,olha a minha linha não está funcionando eu queria ver o que tá acontecendo
reparar-linha,eu desejo que venha arrumar a minha linha
reparar-linha,desejo reparo no meu telefone
reparar-linha,a respeito de uma ligação que recebi sobre manutenção de linha
pagar-conta,eu quero saber como pagar as minhas contas
reparar-linha,porque desligaram o telefone
reparar-linha,desejo reparo na minha linha telefônica
reparar-linha,meu telefone não está recebendo
reparar-linha,meu telefone tá desligado já faz uma semana
pagar-conta,a minha conta do mês sete e está paga e o telefone tá cortado
cancelar-servicos,desativar caixa postal
reparar-linha,reparo meu telefone
reparar-linha,desejo solicitar a reparação na minha linha telefônica
reparar-linha,eu estou sem linha é por isso que eu estou ligando
reparar-linha,é conserto de linha telefônica
pagar-conta,desligamento do meu bina com a conta já paga
reparar-linha,eu quero fazer reparo na minha linha telefônica
reparar-linha,telefone da minha casa está sem linha
pagar-conta,que eu já quero pagar
reparar-linha,reparo de telefone fixo
reparar-linha,estou sem telefone
reparar-linha,quero resolver defeito da linha
comprar-linha,eu quero uma linha normal
reparar-linha,quero reparo no telefone
reparar-linha,arrumar linha telefônica
mudar-endereco,quero alterar o endereço da residência
reparar-linha,quero reparo no meu telefone
reparar-linha,meu telefone não está pegando
reparar-linha,não funciona eu quero saber quem que conserta isso aqui que nunca vem técnico que não arruma
reparar-linha,defeito do telefone
reparar-linha,eu quero saber que meu telefone tá bloqueado quero falar com atendente
reparar-linha,o meu telefone não tá dando linha
reparar-linha,o meu telefone não está funcionando já tem quase três semanas e eu preciso saber se é aqui dentro de casa ou se é no poste
reparar-linha,estou com defeito no telefone
reparar-linha,meu telefone está com problema preciso resolver
reparar-linha,quando minha linha será religada
reparar-linha,eu quero que conserte a linha telefônica minha
reparar-linha,um laudo técnico da minha linha
cancelar-servicos,quero cancelar o produto despertador telefônica
comprar-linha,não estou conseguindo pedir uma linha econômica porque têm restrições no meu cpf
cancelar-servicos,cancelar a transferência de chamada
comprar-linha,é eu quero uma linha telefônica como que eu faço
comprar-linha,como faço para ter uma linha normal
reparar-linha,meu telefone não está fazendo ligação não está fazendo ligação
pagar-conta,porque foi cortado meu telefone e eu quero saber o motivo porque a conta foi paga
reparar-linha,reparo de linha bem
reparar-linha,eu queria avisar que o telefone quatro quatro cinco oito treze zero nove já tá funcionando o protocolo é vinte e nove quatorze sete meia nove nove obrigada
comprar-linha,obter uma linha telefônica
mudar-endereco,mudança de endereço do telefone
reparar-linha,eu quero que façam um teste na minha linha telefônica que tá aparecendo defeito
comprar-linha,por favor eu queria ponhar uma linha econômica aqui como é que eu faço
mudar-endereco,transferência de número de outra cidade
reparar-linha,reparo no telefone treze treze
pagar-conta,é com pagamento de conta que eu eu tô eu tô sem saber aqui
reparar-linha,o a linha não está funcionando
comprar-linha,preciso de outra linha telefônica
reparar-linha,e que meu telefone não esta fazendo ligação para a bahia isso que eu estou ligando eu quero saber porque não faz ligação para a bahia
reparar-linha,é telefone sem sinal
reparar-linha,reparo em outra linha telefônica
reparar-linha,o a minha linha ela não tá recebendo chamada na hora que as pessoa liga pra pra mim já dá ocupado
reparar-linha,conserto da linha telefônico aparelho telefônico comunitário
reparar-linha,eu quero saber o reparo da linha reparo da linha
pagar-conta,gostaria de falar com atendente referente a conta telefônica que foi paga meu telefone tá cortado ainda
reparar-linha,ruídos
reparar-linha,é sobre a minha linha ela está muito ruim
reparar-linha,um telefone não está funcionando na fazenda
reparar-linha,eu quero saber porque vocês desligaram o meu telefone
reparar-linha,quero pedir um reparo na minha linha
comprar-linha,quero solicitar um linha telefônica residencial
cancelar-servicos,cancelar a secretaria eletrônica light
reparar-linha,um reparo na minha linha telefônica porque eu não tô conseguindo instalar a internet não tô conseguindo entrar na internet
reparar-linha,minha linha não está funcionando
comprar-linha,eu gostaria de solicitar uma aparelho fixo da produto
reparar-linha,arrumar meu telefone serviços
reparar-linha,reparo na linha telefônica só que eu não tenho outro telefone para ligar pra pra ver se é se é problema aqui
reparar-linha,conserto do produto fixo
reparar-linha,pra consertar uma linha de telefone
mudar-endereco,eu quero transferir esse telefone pra outro endereço
reparar-linha,não consigo fazer ligação nem recebo
reparar-linha,eu quero um reparo na minha linha
reparar-linha,é o meu telefone não consegue liga
reparar-linha,quero saber porque que tá bloqueado meu telefone pra fazer ligações
reparar-linha,eu queria saber que eu pago o telefone uma parte do telefone para eles não ver tomada do telefone
pagar-conta,efetuar pagamento em atraso
reparar-linha,estou sem linha telefone
mudar-endereco,gostaria de saber seu eu mudar de cidade seu eu posso usar
reparar-linha,quero arrumar minha linha telefônica
cancelar-servicos,gostaria de cancelar chamada a cobrar
pagar-conta,quero saber se foi paga a minha conta
reparar-linha,quero que conserte a linha telefônica
reparar-linha,o telefone não tá fazendo ligação
cancelar-conta,eu quero cancelar a minha conta telefônica
reparar-linha,meu telefone está completamente mudo de repente de uma hora pra outra
reparar-linha,conserto do da linha telefônica
reparar-linha,linha cortada curto de cabo
mudar-endereco,mudança de endereço que foi pedido a mais de vinte dias pra esse telefone não foi feita
cancelar-conta,a conta tá tá com alteração porque foi cancelado
mudar-endereco,é mudar mudança de de endereço
reparar-linha,estou sem a linha na minha residência ainda agora tava falando com um rapaz e o rapaz desligou na minha cara
reparar-linha,é que telefone não está funcionando a linha
reparar-linha,eu desejo que venha consertar a linha eu quero falar com um dai que eu quero mandar consertar a linha que a minha linha não tá não tá dando dando linha
reparar-linha,eu queria eu queria saber sobre a minha linha que não tá funcionando
reparar-linha,solicitar reparo da linha telefônica
reparar-linha,reparo reparo da linha
reparar-linha,reparo em linha fixa
pagar-conta,contas sem pagar
reparar-linha,quero fazer reclamação pois meu telefone não funciona já faz uma semana
mudar-endereco,transferir minha linha telefônica de endereço
reparar-linha,eu quero saber o problema do meu telefone
reparar-linha,preciso serviço na residência que o telefone tá sem serviço
reparar-linha,reparo do detecta na linha
reparar-linha,meu telefone não disca
reparar-linha,é comunicar um defeito nesse aparelho público que não está realizando ligações a cobrar
cancelar-conta,quero cancelar o pedido da segunda via de conta
reparar-linha,reparo na linha de telefônica da minha rua da minha casa
reparar-linha,eu quero saber porque que a minha linha não tá funcionando
reparar-linha,é é problemas na linha
reparar-linha,reparos na minha linha reparo de linha
reparar-linha,quero reclamar sobre chiado no telefone
reparar-linha,eu eu estou ligando porque eu estou sem o telefone fixo
mudar-endereco,quero mudar o endereço do telefone
comprar-linha,eu quero uma nova linha
comprar-linha,eu preciso de uma linha telefônica instalar uma linha telefônica
mudar-endereco,fazer transferência de uma linha pra uma outra cidade
reparar-linha,aderir ao manutenção mensal no meu fixo
reparar-linha,é telefone não faz ligações externa
reparar-linha,é problema na minha linha telefônica
reparar-linha,eu desejo saber por que que não está fazendo ligação
reparar-linha,consertar minha linha telefônica
cancelar-servicos,desativar quero desativar o atendimento simultâneo
